State,County Name,"County Name, State",Value
CA,TRINITY COUNTY,"CA, TRINITY COUNTY",25
TX,TRINITY COUNTY,"TX, TRINITY COUNTY",46
SD,TRIPP COUNTY,"SD, TRIPP COUNTY",449
GA,TROUP COUNTY,"GA, TROUP COUNTY",156
TN,TROUSDALE COUNTY,"TN, TROUSDALE COUNTY",156
OH,TRUMBULL COUNTY,"OH, TRUMBULL COUNTY",156
CA,TULARE COUNTY,"CA, TULARE COUNTY",156
OK,TULSA COUNTY,"OK, TULSA COUNTY",156
CA,TUOLUMNE COUNTY,"CA, TUOLUMNE COUNTY",156
GA,TURNER COUNTY,"GA, TURNER COUNTY",156
SD,TURNER COUNTY,"SD, TURNER COUNTY",156
AL,TUSCALOOSA COUNTY,"AL, TUSCALOOSA COUNTY",156
OH,TUSCARAWAS COUNTY,"OH, TUSCARAWAS COUNTY",156
MI,TUSCOLA COUNTY,"MI, TUSCOLA COUNTY",156
GA,TWIGGS COUNTY,"GA, TWIGGS COUNTY",156
ID,TWIN FALLS COUNTY,"ID, TWIN FALLS COUNTY",156
TX,TYLER COUNTY,"TX, TYLER COUNTY",156
NC,TYRRELL COUNTY,"NC, TYRRELL COUNTY",156
WY,UINTA COUNTY,"WY, UINTA COUNTY",156
UT,UINTAH COUNTY,"UT, UINTAH COUNTY",156
OR,UMATILLA COUNTY,"OR, UMATILLA COUNTY",156
TN,UNICOI COUNTY,"TN, UNICOI COUNTY",156
AR,UNION COUNTY,"AR, UNION COUNTY",156
GA,UNION COUNTY,"GA, UNION COUNTY",156
IA,UNION COUNTY,"IA, UNION COUNTY",156
IL,UNION COUNTY,"IL, UNION COUNTY",156
IN,UNION COUNTY,"IN, UNION COUNTY",156
KY,UNION COUNTY,"KY, UNION COUNTY",156
MS,UNION COUNTY,"MS, UNION COUNTY",156
NC,UNION COUNTY,"NC, UNION COUNTY",156
NJ,UNION COUNTY,"NJ, UNION COUNTY",156
OH,UNION COUNTY,"OH, UNION COUNTY",156
OR,UNION COUNTY,"OR, UNION COUNTY",156
PA,UNION COUNTY,"PA, UNION COUNTY",156
SC,UNION COUNTY,"SC, UNION COUNTY",156
SD,UNION COUNTY,"SD, UNION COUNTY",156
TN,UNION COUNTY,"TN, UNION COUNTY",156
LA,UNION PARISH,"LA, UNION PARISH",156
TX,UPSHUR COUNTY,"TX, UPSHUR COUNTY",156
GA,UPSON COUNTY,"GA, UPSON COUNTY",156
UT,UTAH COUNTY,"UT, UTAH COUNTY",156
TX,UVALDE COUNTY,"TX, UVALDE COUNTY",156
TX,VAL VERDE COUNTY,"TX, VAL VERDE COUNTY",156
NM,VALENCIA COUNTY,"NM, VALENCIA COUNTY",156
ID,VALLEY COUNTY,"ID, VALLEY COUNTY",156
MT,VALLEY COUNTY,"MT, VALLEY COUNTY",156
NE,VALLEY COUNTY,"NE, VALLEY COUNTY",156
AR,VAN BUREN COUNTY,"AR, VAN BUREN COUNTY",156
IA,VAN BUREN COUNTY,"IA, VAN BUREN COUNTY",156
MI,VAN BUREN COUNTY,"MI, VAN BUREN COUNTY",156
OH,VAN WERT COUNTY,"OH, VAN WERT COUNTY",156
TX,VAN ZANDT COUNTY,"TX, VAN ZANDT COUNTY",156
NC,VANCE COUNTY,"NC, VANCE COUNTY",156
IN,VANDERBURGH COUNTY,"IN, VANDERBURGH COUNTY",156
PA,VENANGO COUNTY,"PA, VENANGO COUNTY",156
CA,VENTURA COUNTY,"CA, VENTURA COUNTY",156
IL,VERMILION COUNTY,"IL, VERMILION COUNTY",156
LA,VERMILION PARISH,"LA, VERMILION PARISH",156
IN,VERMILLION COUNTY,"IN, VERMILLION COUNTY",156
MO,VERNON COUNTY,"MO, VERNON COUNTY",156
WI,VERNON COUNTY,"WI, VERNON COUNTY",156
LA,VERNON PARISH,"LA, VERNON PARISH",156
TX,VICTORIA COUNTY,"TX, VICTORIA COUNTY",156
IN,VIGO COUNTY,"IN, VIGO COUNTY",156
WI,VILAS COUNTY,"WI, VILAS COUNTY",156
OH,VINTON COUNTY,"OH, VINTON COUNTY",156
VA,VIRGINIA BEACH CITY,"VA, VIRGINIA BEACH CITY",156
FL,VOLUSIA COUNTY,"FL, VOLUSIA COUNTY",156
IN,WABASH COUNTY,"IN, WABASH COUNTY",156
MN,WABASHA COUNTY,"MN, WABASHA COUNTY",156
KS,WABAUNSEE COUNTY,"KS, WABAUNSEE COUNTY",156
MN,WADENA COUNTY,"MN, WADENA COUNTY",156
OK,WAGONER COUNTY,"OK, WAGONER COUNTY",156
WA,WAHKIAKUM COUNTY,"WA, WAHKIAKUM COUNTY",156
NC,WAKE COUNTY,"NC, WAKE COUNTY",156
FL,WAKULLA COUNTY,"FL, WAKULLA COUNTY",156
AL,WALKER COUNTY,"AL, WALKER COUNTY",156
GA,WALKER COUNTY,"GA, WALKER COUNTY",156
TX,WALKER COUNTY,"TX, WALKER COUNTY",156
WA,WALLA WALLA COUNTY,"WA, WALLA WALLA COUNTY",156
KS,WALLACE COUNTY,"KS, WALLACE COUNTY",156
TX,WALLER COUNTY,"TX, WALLER COUNTY",156
OR,WALLOWA COUNTY,"OR, WALLOWA COUNTY",156
ND,WALSH COUNTY,"ND, WALSH COUNTY",156
FL,WALTON COUNTY,"FL, WALTON COUNTY",156
GA,WALTON COUNTY,"GA, WALTON COUNTY",156
SD,WALWORTH COUNTY,"SD, WALWORTH COUNTY",156
WI,WALWORTH COUNTY,"WI, WALWORTH COUNTY",156
IA,WAPELLO COUNTY,"IA, WAPELLO COUNTY",156
ND,WARD COUNTY,"ND, WARD COUNTY",156
TX,WARD COUNTY,"TX, WARD COUNTY",156
GA,WARE COUNTY,"GA, WARE COUNTY",156
GA,WARREN COUNTY,"GA, WARREN COUNTY",156
IA,WARREN COUNTY,"IA, WARREN COUNTY",156
IL,WARREN COUNTY,"IL, WARREN COUNTY",156
IN,WARREN COUNTY,"IN, WARREN COUNTY",156
KY,WARREN COUNTY,"KY, WARREN COUNTY",156
MO,WARREN COUNTY,"MO, WARREN COUNTY",156
MS,WARREN COUNTY,"MS, WARREN COUNTY",156
NC,WARREN COUNTY,"NC, WARREN COUNTY",156
OH,WARREN COUNTY,"OH, WARREN COUNTY",156
PA,WARREN COUNTY,"PA, WARREN COUNTY",156
TN,WARREN COUNTY,"TN, WARREN COUNTY",156
VA,WARREN COUNTY,"VA, WARREN COUNTY",156
IN,WARRICK COUNTY,"IN, WARRICK COUNTY",156
UT,WASATCH COUNTY,"UT, WASATCH COUNTY",156
OR,WASCO COUNTY,"OR, WASCO COUNTY",156
MN,WASECA COUNTY,"MN, WASECA COUNTY",156
WY,WASHAKIE COUNTY,"WY, WASHAKIE COUNTY",156
WI,WASHBURN COUNTY,"WI, WASHBURN COUNTY",156
AL,WASHINGTON COUNTY,"AL, WASHINGTON COUNTY",156
AR,WASHINGTON COUNTY,"AR, WASHINGTON COUNTY",156
CO,WASHINGTON COUNTY,"CO, WASHINGTON COUNTY",156
GA,WASHINGTON COUNTY,"GA, WASHINGTON COUNTY",156
IA,WASHINGTON COUNTY,"IA, WASHINGTON COUNTY",156
ID,WASHINGTON COUNTY,"ID, WASHINGTON COUNTY",156
IL,WASHINGTON COUNTY,"IL, WASHINGTON COUNTY",156
IN,WASHINGTON COUNTY,"IN, WASHINGTON COUNTY",156
KS,WASHINGTON COUNTY,"KS, WASHINGTON COUNTY",156
KY,WASHINGTON COUNTY,"KY, WASHINGTON COUNTY",156
MD,WASHINGTON COUNTY,"MD, WASHINGTON COUNTY",156
ME,WASHINGTON COUNTY,"ME, WASHINGTON COUNTY",156
MN,WASHINGTON COUNTY,"MN, WASHINGTON COUNTY",156
MO,WASHINGTON COUNTY,"MO, WASHINGTON COUNTY",156
MS,WASHINGTON COUNTY,"MS, WASHINGTON COUNTY",156
NC,WASHINGTON COUNTY,"NC, WASHINGTON COUNTY",156
NE,WASHINGTON COUNTY,"NE, WASHINGTON COUNTY",156
OH,WASHINGTON COUNTY,"OH, WASHINGTON COUNTY",156
OK,WASHINGTON COUNTY,"OK, WASHINGTON COUNTY",156
OR,WASHINGTON COUNTY,"OR, WASHINGTON COUNTY",156
PA,WASHINGTON COUNTY,"PA, WASHINGTON COUNTY",156
RI,WASHINGTON COUNTY,"RI, WASHINGTON COUNTY",156
TN,WASHINGTON COUNTY,"TN, WASHINGTON COUNTY",156
TX,WASHINGTON COUNTY,"TX, WASHINGTON COUNTY",156
UT,WASHINGTON COUNTY,"UT, WASHINGTON COUNTY",156
VA,WASHINGTON COUNTY,"VA, WASHINGTON COUNTY",156
VT,WASHINGTON COUNTY,"VT, WASHINGTON COUNTY",156
WI,WASHINGTON COUNTY,"WI, WASHINGTON COUNTY",156
LA,WASHINGTON PARISH,"LA, WASHINGTON PARISH",156
OK,WASHITA COUNTY,"OK, WASHITA COUNTY",156
NV,WASHOE COUNTY,"NV, WASHOE COUNTY",156
MI,WASHTENAW COUNTY,"MI, WASHTENAW COUNTY",156
NC,WATAUGA COUNTY,"NC, WATAUGA COUNTY",156
MN,WATONWAN COUNTY,"MN, WATONWAN COUNTY",156
WI,WAUKESHA COUNTY,"WI, WAUKESHA COUNTY",156
WI,WAUPACA COUNTY,"WI, WAUPACA COUNTY",156
WI,WAUSHARA COUNTY,"WI, WAUSHARA COUNTY",156
IA,WAYNE COUNTY,"IA, WAYNE COUNTY",156
IL,WAYNE COUNTY,"IL, WAYNE COUNTY",156
IN,WAYNE COUNTY,"IN, WAYNE COUNTY",156
KY,WAYNE COUNTY,"KY, WAYNE COUNTY",156
MI,WAYNE COUNTY,"MI, WAYNE COUNTY",156
MS,WAYNE COUNTY,"MS, WAYNE COUNTY",156
NC,WAYNE COUNTY,"NC, WAYNE COUNTY",156
NE,WAYNE COUNTY,"NE, WAYNE COUNTY",156
OH,WAYNE COUNTY,"OH, WAYNE COUNTY",156
PA,WAYNE COUNTY,"PA, WAYNE COUNTY",156
VA,WAYNESBORO CITY,"VA, WAYNESBORO CITY",156
TN,WEAKLEY COUNTY,"TN, WEAKLEY COUNTY",156
TX,WEBB COUNTY,"TX, WEBB COUNTY",156
UT,WEBER COUNTY,"UT, WEBER COUNTY",156
IA,WEBSTER COUNTY,"IA, WEBSTER COUNTY",156
KY,WEBSTER COUNTY,"KY, WEBSTER COUNTY",156
MO,WEBSTER COUNTY,"MO, WEBSTER COUNTY",156
MS,WEBSTER COUNTY,"MS, WEBSTER COUNTY",156
NE,WEBSTER COUNTY,"NE, WEBSTER COUNTY",156
LA,WEBSTER PARISH,"LA, WEBSTER PARISH",156
CO,WELD COUNTY,"CO, WELD COUNTY",156
IN,WELLS COUNTY,"IN, WELLS COUNTY",156
ND,WELLS COUNTY,"ND, WELLS COUNTY",156
LA,WEST BATON ROUGE PARISH,"LA, WEST BATON ROUGE PARISH",156
LA,WEST CARROLL PARISH,"LA, WEST CARROLL PARISH",156
LA,WEST FELICIANA PARISH,"LA, WEST FELICIANA PARISH",156
PA,WESTMORELAND COUNTY,"PA, WESTMORELAND COUNTY",156
WY,WESTON COUNTY,"WY, WESTON COUNTY",156
MI,WEXFORD COUNTY,"MI, WEXFORD COUNTY",156
TX,WHARTON COUNTY,"TX, WHARTON COUNTY",156
WA,WHATCOM COUNTY,"WA, WHATCOM COUNTY",156
MT,WHEATLAND COUNTY,"MT, WHEATLAND COUNTY",156
NE,WHEELER COUNTY,"NE, WHEELER COUNTY",156
OR,WHEELER COUNTY,"OR, WHEELER COUNTY",156
AR,WHITE COUNTY,"AR, WHITE COUNTY",156
GA,WHITE COUNTY,"GA, WHITE COUNTY",156
IN,WHITE COUNTY,"IN, WHITE COUNTY",156
TN,WHITE COUNTY,"TN, WHITE COUNTY",156
NV,WHITE PINE COUNTY,"NV, WHITE PINE COUNTY",156
IL,WHITESIDE COUNTY,"IL, WHITESIDE COUNTY",156
GA,WHITFIELD COUNTY,"GA, WHITFIELD COUNTY",156
IN,WHITLEY COUNTY,"IN, WHITLEY COUNTY",156
KY,WHITLEY COUNTY,"KY, WHITLEY COUNTY",156
WA,WHITMAN COUNTY,"WA, WHITMAN COUNTY",156
MT,WIBAUX COUNTY,"MT, WIBAUX COUNTY",156
KS,WICHITA COUNTY,"KS, WICHITA COUNTY",156
TX,WICHITA COUNTY,"TX, WICHITA COUNTY",156
MD,WICOMICO COUNTY,"MD, WICOMICO COUNTY",156
TX,WILBARGER COUNTY,"TX, WILBARGER COUNTY",156
AL,WILCOX COUNTY,"AL, WILCOX COUNTY",156
GA,WILCOX COUNTY,"GA, WILCOX COUNTY",156
GA,WILKES COUNTY,"GA, WILKES COUNTY",156
NC,WILKES COUNTY,"NC, WILKES COUNTY",156
MN,WILKIN COUNTY,"MN, WILKIN COUNTY",156
GA,WILKINSON COUNTY,"GA, WILKINSON COUNTY",156
MS,WILKINSON COUNTY,"MS, WILKINSON COUNTY",156
IL,WILL COUNTY,"IL, WILL COUNTY",156
ND,WILLIAMS COUNTY,"ND, WILLIAMS COUNTY",156
OH,WILLIAMS COUNTY,"OH, WILLIAMS COUNTY",156
VA,WILLIAMSBURG CITY,"VA, WILLIAMSBURG CITY",156
SC,WILLIAMSBURG COUNTY,"SC, WILLIAMSBURG COUNTY",156
IL,WILLIAMSON COUNTY,"IL, WILLIAMSON COUNTY",156
TN,WILLIAMSON COUNTY,"TN, WILLIAMSON COUNTY",156
TX,WILLIAMSON COUNTY,"TX, WILLIAMSON COUNTY",156
KS,WILSON COUNTY,"KS, WILSON COUNTY",156
NC,WILSON COUNTY,"NC, WILSON COUNTY",156
TN,WILSON COUNTY,"TN, WILSON COUNTY",156
TX,WILSON COUNTY,"TX, WILSON COUNTY",156
VA,WINCHESTER CITY,"VA, WINCHESTER CITY",156
CT,WINDHAM COUNTY,"CT, WINDHAM COUNTY",156
VT,WINDHAM COUNTY,"VT, WINDHAM COUNTY",156
LA,WINN PARISH,"LA, WINN PARISH",156
IA,WINNEBAGO COUNTY,"IA, WINNEBAGO COUNTY",156
IL,WINNEBAGO COUNTY,"IL, WINNEBAGO COUNTY",156
WI,WINNEBAGO COUNTY,"WI, WINNEBAGO COUNTY",156
IA,WINNESHIEK COUNTY,"IA, WINNESHIEK COUNTY",156
MN,WINONA COUNTY,"MN, WINONA COUNTY",156
AL,WINSTON COUNTY,"AL, WINSTON COUNTY",156
MS,WINSTON COUNTY,"MS, WINSTON COUNTY",156
TX,WISE COUNTY,"TX, WISE COUNTY",156
VA,WISE COUNTY,"VA, WISE COUNTY",156
KY,WOLFE COUNTY,"KY, WOLFE COUNTY",156
OH,WOOD COUNTY,"OH, WOOD COUNTY",156
TX,WOOD COUNTY,"TX, WOOD COUNTY",156
WI,WOOD COUNTY,"WI, WOOD COUNTY",156
WV,WOOD COUNTY,"WV, WOOD COUNTY",156
IA,WOODBURY COUNTY,"IA, WOODBURY COUNTY",156
IL,WOODFORD COUNTY,"IL, WOODFORD COUNTY",156
KY,WOODFORD COUNTY,"KY, WOODFORD COUNTY",156
AR,WOODRUFF COUNTY,"AR, WOODRUFF COUNTY",156
OK,WOODS COUNTY,"OK, WOODS COUNTY",156
KS,WOODSON COUNTY,"KS, WOODSON COUNTY",156
OK,WOODWARD COUNTY,"OK, WOODWARD COUNTY",156
MA,WORCESTER COUNTY,"MA, WORCESTER COUNTY",156
MD,WORCESTER COUNTY,"MD, WORCESTER COUNTY",156
GA,WORTH COUNTY,"GA, WORTH COUNTY",156
IA,WORTH COUNTY,"IA, WORTH COUNTY",156
IA,WRIGHT COUNTY,"IA, WRIGHT COUNTY",156
MN,WRIGHT COUNTY,"MN, WRIGHT COUNTY",156
MO,WRIGHT COUNTY,"MO, WRIGHT COUNTY",156
OH,WYANDOT COUNTY,"OH, WYANDOT COUNTY",156
KS,WYANDOTTE COUNTY,"KS, WYANDOTTE COUNTY",156
PA,WYOMING COUNTY,"PA, WYOMING COUNTY",156
VA,WYTHE COUNTY,"VA, WYTHE COUNTY",156
NC,YADKIN COUNTY,"NC, YADKIN COUNTY",156
WA,YAKIMA COUNTY,"WA, YAKIMA COUNTY",156
MS,YALOBUSHA COUNTY,"MS, YALOBUSHA COUNTY",156
OR,YAMHILL COUNTY,"OR, YAMHILL COUNTY",156
NC,YANCEY COUNTY,"NC, YANCEY COUNTY",156
SD,YANKTON COUNTY,"SD, YANKTON COUNTY",156
AZ,YAVAPAI COUNTY,"AZ, YAVAPAI COUNTY",156
MS,YAZOO COUNTY,"MS, YAZOO COUNTY",156
AR,YELL COUNTY,"AR, YELL COUNTY",156
MN,YELLOW MEDICINE COUNTY,"MN, YELLOW MEDICINE COUNTY",156
MT,YELLOWSTONE COUNTY,"MT, YELLOWSTONE COUNTY",156
TX,YOAKUM COUNTY,"TX, YOAKUM COUNTY",156
CA,YOLO COUNTY,"CA, YOLO COUNTY",156
ME,YORK COUNTY,"ME, YORK COUNTY",156
NE,YORK COUNTY,"NE, YORK COUNTY",156
PA,YORK COUNTY,"PA, YORK COUNTY",156
SC,YORK COUNTY,"SC, YORK COUNTY",156
VA,YORK COUNTY,"VA, YORK COUNTY",156
TX,YOUNG COUNTY,"TX, YOUNG COUNTY",156
CA,YUBA COUNTY,"CA, YUBA COUNTY",156
AZ,YUMA COUNTY,"AZ, YUMA COUNTY",156
CO,YUMA COUNTY,"CO, YUMA COUNTY",156
TX,ZAPATA COUNTY,"TX, ZAPATA COUNTY",156
SD,ZIEBACH COUNTY,"SD, ZIEBACH COUNTY",156
NY,ALBANY COUNTY,"NY, ALBANY COUNTY",156
NY,ALLEGANY COUNTY,"NY, ALLEGANY COUNTY",156
NY,BROOME COUNTY,"NY, BROOME COUNTY",156
NY,CATTARAUGUS COUNTY,"NY, CATTARAUGUS COUNTY",156
NY,CAYUGA COUNTY,"NY, CAYUGA COUNTY",156
NY,CHAUTAUQUA COUNTY,"NY, CHAUTAUQUA COUNTY",156
NY,CHEMUNG COUNTY,"NY, CHEMUNG COUNTY",156
NY,CHENANGO COUNTY,"NY, CHENANGO COUNTY",156
NY,CLINTON COUNTY,"NY, CLINTON COUNTY",156
NY,COLUMBIA COUNTY,"NY, COLUMBIA COUNTY",156
NY,CORTLAND COUNTY,"NY, CORTLAND COUNTY",156
NY,DELAWARE COUNTY,"NY, DELAWARE COUNTY",156
NY,DUTCHESS COUNTY,"NY, DUTCHESS COUNTY",156
NY,ERIE COUNTY,"NY, ERIE COUNTY",156
NY,ESSEX COUNTY,"NY, ESSEX COUNTY",156
NY,FRANKLIN COUNTY,"NY, FRANKLIN COUNTY",156
NY,FULTON COUNTY,"NY, FULTON COUNTY",156
NY,GENESEE COUNTY,"NY, GENESEE COUNTY",156
NY,GREENE COUNTY,"NY, GREENE COUNTY",156
NY,HAMILTON COUNTY,"NY, HAMILTON COUNTY",156
NY,HERKIMER COUNTY,"NY, HERKIMER COUNTY",156
NY,JEFFERSON COUNTY,"NY, JEFFERSON COUNTY",156
NY,KINGS COUNTY,"NY, KINGS COUNTY",156
NY,LEWIS COUNTY,"NY, LEWIS COUNTY",156
NY,LIVINGSTON COUNTY,"NY, LIVINGSTON COUNTY",156
NY,MADISON COUNTY,"NY, MADISON COUNTY",156
NY,MONROE COUNTY,"NY, MONROE COUNTY",156
NY,MONTGOMERY COUNTY,"NY, MONTGOMERY COUNTY",156
NY,NASSAU COUNTY,"NY, NASSAU COUNTY",156
NY,NIAGARA COUNTY,"NY, NIAGARA COUNTY",156
NY,ONEIDA COUNTY,"NY, ONEIDA COUNTY",156
NY,ONONDAGA COUNTY,"NY, ONONDAGA COUNTY",156
NY,ONTARIO COUNTY,"NY, ONTARIO COUNTY",156
NY,ORANGE COUNTY,"NY, ORANGE COUNTY",156
NY,ORLEANS COUNTY,"NY, ORLEANS COUNTY",156
NY,OSWEGO COUNTY,"NY, OSWEGO COUNTY",156
NY,OTSEGO COUNTY,"NY, OTSEGO COUNTY",156
FL,PUTNAM COUNTY,"FL, PUTNAM COUNTY",156
NY,PUTNAM COUNTY,"NY, PUTNAM COUNTY",156
NY,RENSSELAER COUNTY,"NY, RENSSELAER COUNTY",156
NY,ROCKLAND COUNTY,"NY, ROCKLAND COUNTY",156
NY,SARATOGA COUNTY,"NY, SARATOGA COUNTY",156
NY,SCHENECTADY COUNTY,"NY, SCHENECTADY COUNTY",156
NY,SCHOHARIE COUNTY,"NY, SCHOHARIE COUNTY",156
NY,SCHUYLER COUNTY,"NY, SCHUYLER COUNTY",156
NY,SENECA COUNTY,"NY, SENECA COUNTY",156
NY,ST. LAWRENCE COUNTY,"NY, ST. LAWRENCE COUNTY",156
NY,STEUBEN COUNTY,"NY, STEUBEN COUNTY",156
NY,SULLIVAN COUNTY,"NY, SULLIVAN COUNTY",156
NY,TIOGA COUNTY,"NY, TIOGA COUNTY",156
NY,TOMPKINS COUNTY,"NY, TOMPKINS COUNTY",156
NY,ULSTER COUNTY,"NY, ULSTER COUNTY",156
NY,WARREN COUNTY,"NY, WARREN COUNTY",156
PA,WARREN COUNTY,"PA, WARREN COUNTY",156
NY,WASHINGTON COUNTY,"NY, WASHINGTON COUNTY",156
NY,WAYNE COUNTY,"NY, WAYNE COUNTY",156
NY,WESTCHESTER COUNTY,"NY, WESTCHESTER COUNTY",156
NY,WYOMING COUNTY,"NY, WYOMING COUNTY",156
NY,YATES COUNTY,"NY, YATES COUNTY",156
NJ,ATLANTIC COUNTY,"NJ, ATLANTIC COUNTY",156
NJ,BERGEN COUNTY,"NJ, BERGEN COUNTY",156
NJ,BURLINGTON COUNTY,"NJ, BURLINGTON COUNTY",156
NJ,CAMDEN COUNTY,"NJ, CAMDEN COUNTY",156
NJ,CAPE MAY COUNTY,"NJ, CAPE MAY COUNTY",156
NJ,CUMBERLAND COUNTY,"NJ, CUMBERLAND COUNTY",156
NJ,ESSEX COUNTY,"NJ, ESSEX COUNTY",156
NJ,GLOUCESTER COUNTY,"NJ, GLOUCESTER COUNTY",156
NJ,HUDSON COUNTY,"NJ, HUDSON COUNTY",156
NJ,HUNTERDON COUNTY,"NJ, HUNTERDON COUNTY",156
NJ,MERCER COUNTY,"NJ, MERCER COUNTY",156
NJ,MIDDLESEX COUNTY,"NJ, MIDDLESEX COUNTY",156
NJ,MONMOUTH COUNTY,"NJ, MONMOUTH COUNTY",156
NJ,MORRIS COUNTY,"NJ, MORRIS COUNTY",156
NJ,OCEAN COUNTY,"NJ, OCEAN COUNTY",156
NJ,PASSAIC COUNTY,"NJ, PASSAIC COUNTY",156
NJ,SALEM COUNTY,"NJ, SALEM COUNTY",156
NJ,SOMERSET COUNTY,"NJ, SOMERSET COUNTY",156
NJ,SUSSEX COUNTY,"NJ, SUSSEX COUNTY",156
NJ,UNION COUNTY,"NJ, UNION COUNTY",156
NJ,WARREN COUNTY,"NJ, WARREN COUNTY",156
MD,ALLEGANY COUNTY,"MD, ALLEGANY COUNTY",156
PA,ALLEGHENY COUNTY,"PA, ALLEGHENY COUNTY",156
MD,ANNE ARUNDEL COUNTY,"MD, ANNE ARUNDEL COUNTY",156
NJ,ATLANTIC COUNTY,"NJ, ATLANTIC COUNTY",156
MD,BALTIMORE CITY,"MD, BALTIMORE CITY",156
MD,BALTIMORE COUNTY,"MD, BALTIMORE COUNTY",156
NJ,BERGEN COUNTY,"NJ, BERGEN COUNTY",156
PA,BERKS COUNTY,"PA, BERKS COUNTY",156
PA,BUCKS COUNTY,"PA, BUCKS COUNTY",156
NJ,BURLINGTON COUNTY,"NJ, BURLINGTON COUNTY",156
MD,CALVERT COUNTY,"MD, CALVERT COUNTY",156
NJ,CAMDEN COUNTY,"NJ, CAMDEN COUNTY",156
NJ,CAPE MAY COUNTY,"NJ, CAPE MAY COUNTY",156
PA,CARBON COUNTY,"PA, CARBON COUNTY",156
MD,CAROLINE COUNTY,"MD, CAROLINE COUNTY",156
MD,CARROLL COUNTY,"MD, CARROLL COUNTY",156
MD,CECIL COUNTY,"MD, CECIL COUNTY",156
MD,CHARLES COUNTY,"MD, CHARLES COUNTY",156
PA,CHESTER COUNTY,"PA, CHESTER COUNTY",156
NJ,CUMBERLAND COUNTY,"NJ, CUMBERLAND COUNTY",156
PA,CUMBERLAND COUNTY,"PA, CUMBERLAND COUNTY",156
PA,DAUPHIN COUNTY,"PA, DAUPHIN COUNTY",156
PA,DELAWARE COUNTY,"PA, DELAWARE COUNTY",156
MD,DORCHESTER COUNTY,"MD, DORCHESTER COUNTY",156
NJ,ESSEX COUNTY,"NJ, ESSEX COUNTY",156
MD,FREDERICK COUNTY,"MD, FREDERICK COUNTY",156
MD,GARRETT COUNTY,"MD, GARRETT COUNTY",156
NJ,GLOUCESTER COUNTY,"NJ, GLOUCESTER COUNTY",156
MD,HARFORD COUNTY,"MD, HARFORD COUNTY",156
MD,HOWARD COUNTY,"MD, HOWARD COUNTY",156
NJ,HUDSON COUNTY,"NJ, HUDSON COUNTY",156
NJ,HUNTERDON COUNTY,"NJ, HUNTERDON COUNTY",156
MD,KENT COUNTY,"MD, KENT COUNTY",156
PA,LANCASTER COUNTY,"PA, LANCASTER COUNTY",156
PA,LEHIGH COUNTY,"PA, LEHIGH COUNTY",156
NJ,MERCER COUNTY,"NJ, MERCER COUNTY",156
NJ,MIDDLESEX COUNTY,"NJ, MIDDLESEX COUNTY",156
NJ,MONMOUTH COUNTY,"NJ, MONMOUTH COUNTY",156
PA,MONROE COUNTY,"PA, MONROE COUNTY",156
MD,MONTGOMERY COUNTY,"MD, MONTGOMERY COUNTY",156
PA,MONTGOMERY COUNTY,"PA, MONTGOMERY COUNTY",156
NJ,MORRIS COUNTY,"NJ, MORRIS COUNTY",156
PA,NORTHAMPTON COUNTY,"PA, NORTHAMPTON COUNTY",156
NJ,OCEAN COUNTY,"NJ, OCEAN COUNTY",156
NJ,PASSAIC COUNTY,"NJ, PASSAIC COUNTY",156
PA,PERRY COUNTY,"PA, PERRY COUNTY",156
PA,PHILADELPHIA COUNTY,"PA, PHILADELPHIA COUNTY",156
PA,PIKE COUNTY,"PA, PIKE COUNTY",156
MD,PRINCE GEORGE'S COUNTY,"MD, PRINCE GEORGE'S COUNTY",156
MD,QUEEN ANNE'S COUNTY,"MD, QUEEN ANNE'S COUNTY",156
NJ,SALEM COUNTY,"NJ, SALEM COUNTY",156
PA,SCHUYLKILL COUNTY,"PA, SCHUYLKILL COUNTY",156
MD,SOMERSET COUNTY,"MD, SOMERSET COUNTY",156
NJ,SOMERSET COUNTY,"NJ, SOMERSET COUNTY",156
MD,ST. MARY'S COUNTY,"MD, ST. MARY'S COUNTY",156
NJ,SUSSEX COUNTY,"NJ, SUSSEX COUNTY",156
MD,TALBOT COUNTY,"MD, TALBOT COUNTY",156
NJ,UNION COUNTY,"NJ, UNION COUNTY",156
PA,UNION COUNTY,"PA, UNION COUNTY",156
NJ,WARREN COUNTY,"NJ, WARREN COUNTY",156
MD,WASHINGTON COUNTY,"MD, WASHINGTON COUNTY",156
PA,WAYNE COUNTY,"PA, WAYNE COUNTY",156
MD,WICOMICO COUNTY,"MD, WICOMICO COUNTY",156
MD,WORCESTER COUNTY,"MD, WORCESTER COUNTY",156
PA,YORK COUNTY,"PA, YORK COUNTY",156
NE,ADAMS COUNTY,"NE, ADAMS COUNTY",156
NE,ANTELOPE COUNTY,"NE, ANTELOPE COUNTY",156
NE,ARTHUR COUNTY,"NE, ARTHUR COUNTY",156
SD,AURORA COUNTY,"SD, AURORA COUNTY",156
NE,BANNER COUNTY,"NE, BANNER COUNTY",156
SD,BEADLE COUNTY,"SD, BEADLE COUNTY",156
SD,BENNETT COUNTY,"SD, BENNETT COUNTY",156
NE,BLAINE COUNTY,"NE, BLAINE COUNTY",156
SD,BON HOMME COUNTY,"SD, BON HOMME COUNTY",156
NE,BOONE COUNTY,"NE, BOONE COUNTY",156
NE,BOX BUTTE COUNTY,"NE, BOX BUTTE COUNTY",156
